,horizonte,rodal_id,Zona,SiteIndex,Especie,Edad,Manejo,Biomasa
408,8,rodal_10,6,26,Pinus,19,Multipropósito,1291.532878690335
409,9,rodal_10,6,26,Pinus,20,Multipropósito,1426.229082517977
410,10,rodal_10,6,26,Pinus,21,Multipropósito,1558.9256046080282
411,11,rodal_10,6,26,Pinus,22,Multipropósito,1689.745357711749
412,12,rodal_10,6,26,Pinus,23,Multipropósito,1818.7984840223485
413,13,rodal_10,6,26,Pinus,24,Multipropósito,1946.184177326772
414,14,rodal_10,6,26,Pinus,25,Multipropósito,2071.9921803235907
415,15,rodal_10,6,26,Pinus,26,Multipropósito,2196.304025658363
416,16,rodal_10,6,26,Pinus,27,Multipropósito,2319.1940726862317
417,17,rodal_10,6,26,Pinus,28,Multipropósito,2440.7303798852868
418,18,rodal_10,6,26,Pinus,29,Multipropósito,2560.975443897339
419,19,rodal_10,6,26,Pinus,30,Multipropósito,2679.986829469691
420,20,rodal_10,6,26,Pinus,31,Multipropósito,2797.8177094936323
421,21,rodal_10,6,26,Pinus,32,Multipropósito,2914.5173304490186
422,22,rodal_10,6,26,Pinus,33,Multipropósito,3030.1314155614223
423,23,rodal_10,6,26,Pinus,34,Multipropósito,3144.702515637415
424,24,rodal_10,6,26,Pinus,35,Multipropósito,0.0
425,25,rodal_10,6,26,Pinus,36,Multipropósito,0.0
426,26,rodal_10,6,26,Pinus,37,Multipropósito,0.0
427,27,rodal_10,6,26,Pinus,38,Multipropósito,0.0
428,28,rodal_10,6,26,Pinus,39,Multipropósito,0.0
429,29,rodal_10,6,26,Pinus,40,Multipropósito,0.0
430,30,rodal_10,6,26,Pinus,41,Multipropósito,0.0
431,31,rodal_10,6,26,Pinus,42,Multipropósito,0.0
432,32,rodal_10,6,26,Pinus,43,Multipropósito,0.0
433,33,rodal_10,6,26,Pinus,44,Multipropósito,0.0
434,34,rodal_10,6,26,Pinus,45,Multipropósito,0.0
435,35,rodal_10,6,26,Pinus,46,Multipropósito,0.0
436,36,rodal_10,6,26,Pinus,47,Multipropósito,0.0
437,37,rodal_10,6,26,Pinus,48,Multipropósito,0.0
438,38,rodal_10,6,26,Pinus,49,Multipropósito,0.0
439,39,rodal_10,6,26,Pinus,50,Multipropósito,0.0
440,0,rodal_11,7,32,Pinus,8,Intensivo,310.5480347082938
441,1,rodal_11,7,32,Pinus,9,Intensivo,387.51888460275467
442,2,rodal_11,7,32,Pinus,10,Intensivo,473.9667096997951
443,3,rodal_11,7,32,Pinus,11,Intensivo,569.9356245766016
444,4,rodal_11,7,32,Pinus,12,Intensivo,675.4656995448526
445,5,rodal_11,7,32,Pinus,13,Intensivo,790.5936542142151
446,6,rodal_11,7,32,Pinus,14,Intensivo,915.3533855219806
447,7,rodal_11,7,32,Pinus,15,Intensivo,1049.7763792216888
448,8,rodal_11,7,32,Pinus,16,Intensivo,1193.892036901565
449,9,rodal_11,7,32,Pinus,17,Intensivo,1347.7279402551371
450,10,rodal_11,7,32,Pinus,18,Intensivo,1511.3100677491586
451,11,rodal_11,7,32,Pinus,19,Intensivo,1322.3996277431042
452,12,rodal_11,7,32,Pinus,20,Intensivo,1446.6491487199205
453,13,rodal_11,7,32,Pinus,21,Intensivo,1570.5015361130106
454,14,rodal_11,7,32,Pinus,22,Intensivo,1693.9768962920168
455,15,rodal_11,7,32,Pinus,23,Intensivo,1817.0934500040566
456,16,rodal_11,7,32,Pinus,24,Intensivo,1939.867783556167
457,17,rodal_11,7,32,Pinus,25,Intensivo,2062.315057454767
458,18,rodal_11,7,32,Pinus,26,Intensivo,2184.4491811237012
459,19,rodal_11,7,32,Pinus,27,Intensivo,2306.282960310211
460,20,rodal_11,7,32,Pinus,28,Intensivo,2427.8282223029255
461,21,rodal_11,7,32,Pinus,29,Intensivo,2549.095922975662
462,22,rodal_11,7,32,Pinus,30,Intensivo,2670.096238831171
463,23,rodal_11,7,32,Pinus,31,Intensivo,0.0
464,24,rodal_11,7,32,Pinus,32,Intensivo,0.0
465,25,rodal_11,7,32,Pinus,33,Intensivo,0.0
466,26,rodal_11,7,32,Pinus,34,Intensivo,0.0
467,27,rodal_11,7,32,Pinus,35,Intensivo,0.0
468,28,rodal_11,7,32,Pinus,36,Intensivo,0.0
469,29,rodal_11,7,32,Pinus,37,Intensivo,0.0
470,30,rodal_11,7,32,Pinus,38,Intensivo,0.0
471,31,rodal_11,7,32,Pinus,39,Intensivo,0.0
472,32,rodal_11,7,32,Pinus,40,Intensivo,0.0
473,33,rodal_11,7,32,Pinus,41,Intensivo,0.0
474,34,rodal_11,7,32,Pinus,42,Intensivo,0.0
475,35,rodal_11,7,32,Pinus,43,Intensivo,0.0
476,36,rodal_11,7,32,Pinus,44,Intensivo,0.0
477,37,rodal_11,7,32,Pinus,45,Intensivo,0.0
478,38,rodal_11,7,32,Pinus,46,Intensivo,0.0
479,39,rodal_11,7,32,Pinus,47,Intensivo,0.0
480,0,rodal_12,6,32,Pinus,8,Intensivo,245.4139722679821
481,1,rodal_12,6,32,Pinus,9,Intensivo,314.7014279785195
482,2,rodal_12,6,32,Pinus,10,Intensivo,394.34753227442957
483,3,rodal_12,6,32,Pinus,11,Intensivo,484.63251508225915
484,4,rodal_12,6,32,Pinus,12,Intensivo,585.8163336052005
485,5,rodal_12,6,32,Pinus,13,Intensivo,698.141806037862
486,6,rodal_12,6,32,Pinus,14,Intensivo,821.8370442579685
487,7,rodal_12,6,32,Pinus,15,Intensivo,721.6057088064824
488,8,rodal_12,6,32,Pinus,16,Intensivo,825.2374211399624
489,9,rodal_12,6,32,Pinus,17,Intensivo,926.0684991521455
490,10,rodal_12,6,32,Pinus,18,Intensivo,1024.3330926564877
491,11,rodal_12,6,32,Pinus,19,Intensivo,1120.2339728855386
492,12,rodal_12,6,32,Pinus,20,Intensivo,1213.9481553748024
493,13,rodal_12,6,32,Pinus,21,Intensivo,1305.6312862197833
494,14,rodal_12,6,32,Pinus,22,Intensivo,1395.4211093133083
495,15,rodal_12,6,32,Pinus,23,Intensivo,1483.4402399287799
496,16,rodal_12,6,32,Pinus,24,Intensivo,0.0
497,17,rodal_12,6,32,Pinus,25,Intensivo,0.0
498,18,rodal_12,6,32,Pinus,26,Intensivo,0.0
499,19,rodal_12,6,32,Pinus,27,Intensivo,0.0
500,20,rodal_12,6,32,Pinus,28,Intensivo,0.0
501,21,rodal_12,6,32,Pinus,29,Intensivo,0.0
502,22,rodal_12,6,32,Pinus,30,Intensivo,0.0
503,23,rodal_12,6,32,Pinus,31,Intensivo,0.0
504,24,rodal_12,6,32,Pinus,32,Intensivo,0.0
505,25,rodal_12,6,32,Pinus,33,Intensivo,0.0
506,26,rodal_12,6,32,Pinus,34,Intensivo,0.0
507,27,rodal_12,6,32,Pinus,35,Intensivo,0.0
508,28,rodal_12,6,32,Pinus,36,Intensivo,0.0
509,29,rodal_12,6,32,Pinus,37,Intensivo,0.0
510,30,rodal_12,6,32,Pinus,38,Intensivo,0.0
511,31,rodal_12,6,32,Pinus,39,Intensivo,0.0
512,32,rodal_12,6,32,Pinus,40,Intensivo,0.0
513,33,rodal_12,6,32,Pinus,41,Intensivo,0.0
514,34,rodal_12,6,32,Pinus,42,Intensivo,0.0
515,35,rodal_12,6,32,Pinus,43,Intensivo,0.0
516,36,rodal_12,6,32,Pinus,44,Intensivo,0.0
517,37,rodal_12,6,32,Pinus,45,Intensivo,0.0
518,38,rodal_12,6,32,Pinus,46,Intensivo,0.0
519,39,rodal_12,6,32,Pinus,47,Intensivo,0.0
520,0,rodal_13,6,26,Pinus,3,Multipropósito,0.0
521,1,rodal_13,6,26,Pinus,4,Multipropósito,0.0
522,2,rodal_13,6,26,Pinus,5,Multipropósito,0.0
523,3,rodal_13,6,26,Pinus,6,Multipropósito,0.0
524,4,rodal_13,6,26,Pinus,7,Multipropósito,0.0
525,5,rodal_13,6,26,Pinus,8,Multipropósito,0.0
526,6,rodal_13,6,26,Pinus,9,Multipropósito,0.0
527,7,rodal_13,6,26,Pinus,10,Multipropósito,0.0
528,8,rodal_13,6,26,Pinus,11,Multipropósito,75.35084473563245
529,9,rodal_13,6,26,Pinus,12,Multipropósito,173.94286355768344
530,10,rodal_13,6,26,Pinus,13,Multipropósito,270.1054524804414
531,11,rodal_13,6,26,Pinus,14,Multipropósito,364.07908624121035
532,12,rodal_13,6,26,Pinus,15,Multipropósito,456.06506720982935
533,13,rodal_13,6,26,Pinus,16,Multipropósito,546.2340814082722
534,14,rodal_13,6,26,Pinus,17,Multipropósito,634.7324692292796
535,15,rodal_13,6,26,Pinus,18,Multipropósito,721.6869195713045
536,16,rodal_13,6,26,Pinus,19,Multipropósito,807.2080491814595
537,17,rodal_13,6,26,Pinus,20,Multipropósito,891.3931765737357
538,18,rodal_13,6,26,Pinus,21,Multipropósito,0.0
539,19,rodal_13,6,26,Pinus,22,Multipropósito,0.0
540,20,rodal_13,6,26,Pinus,23,Multipropósito,0.0
541,21,rodal_13,6,26,Pinus,24,Multipropósito,0.0
542,22,rodal_13,6,26,Pinus,25,Multipropósito,0.0
543,23,rodal_13,6,26,Pinus,26,Multipropósito,0.0
544,24,rodal_13,6,26,Pinus,27,Multipropósito,0.0
545,25,rodal_13,6,26,Pinus,28,Multipropósito,0.0
546,26,rodal_13,6,26,Pinus,29,Multipropósito,0.0
547,27,rodal_13,6,26,Pinus,30,Multipropósito,0.0
548,28,rodal_13,6,26,Pinus,31,Multipropósito,0.0
549,29,rodal_13,6,26,Pinus,32,Multipropósito,0.0
550,30,rodal_13,6,26,Pinus,33,Multipropósito,0.0
551,31,rodal_13,6,26,Pinus,34,Multipropósito,0.0
552,32,rodal_13,6,26,Pinus,35,Multipropósito,0.0
553,33,rodal_13,6,26,Pinus,36,Multipropósito,0.0
554,34,rodal_13,6,26,Pinus,37,Multipropósito,0.0
555,35,rodal_13,6,26,Pinus,38,Multipropósito,0.0
556,36,rodal_13,6,26,Pinus,39,Multipropósito,0.0
557,37,rodal_13,6,26,Pinus,40,Multipropósito,0.0
558,38,rodal_13,6,26,Pinus,41,Multipropósito,0.0
559,39,rodal_13,6,26,Pinus,42,Multipropósito,0.0
560,0,rodal_14,6,23,Pinus,2,Pulpable,0.0
561,1,rodal_14,6,23,Pinus,3,Pulpable,0.0
562,2,rodal_14,6,23,Pinus,4,Pulpable,0.0
563,3,rodal_14,6,23,Pinus,5,Pulpable,0.0
564,4,rodal_14,6,23,Pinus,6,Pulpable,0.0
565,5,rodal_14,6,23,Pinus,7,Pulpable,0.0
566,6,rodal_14,6,23,Pinus,8,Pulpable,11.802919025564833
567,7,rodal_14,6,23,Pinus,9,Pulpable,27.90048718309812
568,8,rodal_14,6,23,Pinus,10,Pulpable,44.30377067182384
569,9,rodal_14,6,23,Pinus,11,Pulpable,60.98705717484701
570,10,rodal_14,6,23,Pinus,12,Pulpable,77.92896795537824
571,11,rodal_14,6,23,Pinus,13,Pulpable,95.11142242948857
572,12,rodal_14,6,23,Pinus,14,Pulpable,112.51891180397284
573,13,rodal_14,6,23,Pinus,15,Pulpable,130.1379737532368
574,14,rodal_14,6,23,Pinus,16,Pulpable,147.9568026425673
575,15,rodal_14,6,23,Pinus,17,Pulpable,165.96495394755834
576,16,rodal_14,6,23,Pinus,18,Pulpable,184.15311584977627
577,17,rodal_14,6,23,Pinus,19,Pulpable,202.5129298243429
578,18,rodal_14,6,23,Pinus,20,Pulpable,221.0368476640565
579,19,rodal_14,6,23,Pinus,21,Pulpable,239.71801607437527
580,20,rodal_14,6,23,Pinus,22,Pulpable,258.5501824534749
581,21,rodal_14,6,23,Pinus,23,Pulpable,277.52761717574947
582,22,rodal_14,6,23,Pinus,24,Pulpable,296.64504889165295
583,23,rodal_14,6,23,Pinus,25,Pulpable,315.8976102091052
584,24,rodal_14,6,23,Pinus,26,Pulpable,0.0
585,25,rodal_14,6,23,Pinus,27,Pulpable,0.0
586,26,rodal_14,6,23,Pinus,28,Pulpable,0.0
587,27,rodal_14,6,23,Pinus,29,Pulpable,0.0
588,28,rodal_14,6,23,Pinus,30,Pulpable,0.0
589,29,rodal_14,6,23,Pinus,31,Pulpable,0.0
590,30,rodal_14,6,23,Pinus,32,Pulpable,0.0
591,31,rodal_14,6,23,Pinus,33,Pulpable,0.0
592,32,rodal_14,6,23,Pinus,34,Pulpable,0.0
593,33,rodal_14,6,23,Pinus,35,Pulpable,0.0
594,34,rodal_14,6,23,Pinus,36,Pulpable,0.0
595,35,rodal_14,6,23,Pinus,37,Pulpable,0.0
596,36,rodal_14,6,23,Pinus,38,Pulpable,0.0
597,37,rodal_14,6,23,Pinus,39,Pulpable,0.0
598,38,rodal_14,6,23,Pinus,40,Pulpable,0.0
599,39,rodal_14,6,23,Pinus,41,Pulpable,0.0
600,0,rodal_15,6,29,Pinus,4,Intensivo2,39.15252950144558
601,1,rodal_15,6,29,Pinus,5,Intensivo2,57.89916092630493
602,2,rodal_15,6,29,Pinus,6,Intensivo2,81.99980719939606
603,3,rodal_15,6,29,Pinus,7,Intensivo2,111.70831125348082
604,4,rodal_15,6,29,Pinus,8,Intensivo2,147.24838336078926
605,5,rodal_15,6,29,Pinus,9,Intensivo2,188.8208567871117
606,6,rodal_15,6,29,Pinus,10,Intensivo2,236.60851936465772
607,7,rodal_15,6,29,Pinus,11,Intensivo2,163.68405441750258
608,8,rodal_15,6,29,Pinus,12,Intensivo2,234.55403878290787
609,9,rodal_15,6,29,Pinus,13,Intensivo2,302.88037772428703
610,10,rodal_15,6,29,Pinus,14,Intensivo2,368.9403106744616
611,11,rodal_15,6,29,Pinus,15,Intensivo2,432.9634252838894
612,12,rodal_15,6,29,Pinus,16,Intensivo2,495.1424526839774
613,13,rodal_15,6,29,Pinus,17,Intensivo2,555.6410994912874
614,14,rodal_15,6,29,Pinus,18,Intensivo2,614.5998555938927
615,15,rodal_15,6,29,Pinus,19,Intensivo2,672.1403837313233
616,16,rodal_15,6,29,Pinus,20,Intensivo2,728.3688932248815
617,17,rodal_15,6,29,Pinus,21,Intensivo2,783.3787717318701
618,18,rodal_15,6,29,Pinus,22,Intensivo2,837.2526655879849
619,19,rodal_15,6,29,Pinus,23,Intensivo2,890.064143957268
620,20,rodal_15,6,29,Pinus,24,Intensivo2,941.8790444371498
621,21,rodal_15,6,29,Pinus,25,Intensivo2,992.7565717590226
622,22,rodal_15,6,29,Pinus,26,Intensivo2,1042.750202903876
623,23,rodal_15,6,29,Pinus,27,Intensivo2,1091.9084388388585
624,24,rodal_15,6,29,Pinus,28,Intensivo2,1140.2754335566603
625,25,rodal_15,6,29,Pinus,29,Intensivo2,0.0
626,26,rodal_15,6,29,Pinus,30,Intensivo2,0.0
627,27,rodal_15,6,29,Pinus,31,Intensivo2,0.0
628,28,rodal_15,6,29,Pinus,32,Intensivo2,0.0
629,29,rodal_15,6,29,Pinus,33,Intensivo2,0.0
630,30,rodal_15,6,29,Pinus,34,Intensivo2,0.0
631,31,rodal_15,6,29,Pinus,35,Intensivo2,0.0
632,32,rodal_15,6,29,Pinus,36,Intensivo2,0.0
633,33,rodal_15,6,29,Pinus,37,Intensivo2,0.0
634,34,rodal_15,6,29,Pinus,38,Intensivo2,0.0
635,35,rodal_15,6,29,Pinus,39,Intensivo2,0.0
636,36,rodal_15,6,29,Pinus,40,Intensivo2,0.0
637,37,rodal_15,6,29,Pinus,41,Intensivo2,0.0
638,38,rodal_15,6,29,Pinus,42,Intensivo2,0.0
639,39,rodal_15,6,29,Pinus,43,Intensivo2,0.0
640,0,rodal_16,6,23,Pinus,0,Pulpable,0.0
641,1,rodal_16,6,23,Pinus,1,Pulpable,0.0
642,2,rodal_16,6,23,Pinus,2,Pulpable,0.0
643,3,rodal_16,6,23,Pinus,3,Pulpable,0.0
644,4,rodal_16,6,23,Pinus,4,Pulpable,0.0
645,5,rodal_16,6,23,Pinus,5,Pulpable,0.0
646,6,rodal_16,6,23,Pinus,6,Pulpable,0.0
647,7,rodal_16,6,23,Pinus,7,Pulpable,0.0
648,8,rodal_16,6,23,Pinus,8,Pulpable,11.802919025564833
649,9,rodal_16,6,23,Pinus,9,Pulpable,27.90048718309812
650,10,rodal_16,6,23,Pinus,10,Pulpable,44.30377067182384
651,11,rodal_16,6,23,Pinus,11,Pulpable,60.98705717484701
652,12,rodal_16,6,23,Pinus,12,Pulpable,77.92896795537824
653,13,rodal_16,6,23,Pinus,13,Pulpable,95.11142242948857
654,14,rodal_16,6,23,Pinus,14,Pulpable,112.51891180397284
655,15,rodal_16,6,23,Pinus,15,Pulpable,130.1379737532368
656,16,rodal_16,6,23,Pinus,16,Pulpable,147.9568026425673
657,17,rodal_16,6,23,Pinus,17,Pulpable,0.0
658,18,rodal_16,6,23,Pinus,18,Pulpable,0.0
659,19,rodal_16,6,23,Pinus,19,Pulpable,0.0
660,20,rodal_16,6,23,Pinus,20,Pulpable,0.0
661,21,rodal_16,6,23,Pinus,21,Pulpable,0.0
662,22,rodal_16,6,23,Pinus,22,Pulpable,0.0
663,23,rodal_16,6,23,Pinus,23,Pulpable,0.0
664,24,rodal_16,6,23,Pinus,24,Pulpable,0.0
665,25,rodal_16,6,23,Pinus,25,Pulpable,0.0
666,26,rodal_16,6,23,Pinus,26,Pulpable,0.0
667,27,rodal_16,6,23,Pinus,27,Pulpable,0.0
668,28,rodal_16,6,23,Pinus,28,Pulpable,0.0
669,29,rodal_16,6,23,Pinus,29,Pulpable,0.0
670,30,rodal_16,6,23,Pinus,30,Pulpable,0.0
671,31,rodal_16,6,23,Pinus,31,Pulpable,0.0
672,32,rodal_16,6,23,Pinus,32,Pulpable,0.0
673,33,rodal_16,6,23,Pinus,33,Pulpable,0.0
674,34,rodal_16,6,23,Pinus,34,Pulpable,0.0
675,35,rodal_16,6,23,Pinus,35,Pulpable,0.0
676,36,rodal_16,6,23,Pinus,36,Pulpable,0.0
677,37,rodal_16,6,23,Pinus,37,Pulpable,0.0
678,38,rodal_16,6,23,Pinus,38,Pulpable,0.0
679,39,rodal_16,6,23,Pinus,39,Pulpable,0.0
680,0,rodal_17,6,26,Pinus,4,Multipropósito,0.0
681,1,rodal_17,6,26,Pinus,5,Multipropósito,0.0
682,2,rodal_17,6,26,Pinus,6,Multipropósito,0.0
683,3,rodal_17,6,26,Pinus,7,Multipropósito,0.0
684,4,rodal_17,6,26,Pinus,8,Multipropósito,0.0
685,5,rodal_17,6,26,Pinus,9,Multipropósito,0.0
686,6,rodal_17,6,26,Pinus,10,Multipropósito,0.0
687,7,rodal_17,6,26,Pinus,11,Multipropósito,60.28067578850596
688,8,rodal_17,6,26,Pinus,12,Multipropósito,139.15429084614675
689,9,rodal_17,6,26,Pinus,13,Multipropósito,216.0843619843531
690,10,rodal_17,6,26,Pinus,14,Multipropósito,291.2632689929683
691,11,rodal_17,6,26,Pinus,15,Multipropósito,364.8520537678635
692,12,rodal_17,6,26,Pinus,16,Multipropósito,436.9872651266178
693,13,rodal_17,6,26,Pinus,17,Multipropósito,507.78597538342365
694,14,rodal_17,6,26,Pinus,18,Multipropósito,577.3495356570436
695,15,rodal_17,6,26,Pinus,19,Multipropósito,645.7664393451676
696,16,rodal_17,6,26,Pinus,20,Multipropósito,0.0
697,17,rodal_17,6,26,Pinus,21,Multipropósito,0.0
698,18,rodal_17,6,26,Pinus,22,Multipropósito,0.0
699,19,rodal_17,6,26,Pinus,23,Multipropósito,0.0
700,20,rodal_17,6,26,Pinus,24,Multipropósito,0.0
701,21,rodal_17,6,26,Pinus,25,Multipropósito,0.0
702,22,rodal_17,6,26,Pinus,26,Multipropósito,0.0
703,23,rodal_17,6,26,Pinus,27,Multipropósito,0.0
704,24,rodal_17,6,26,Pinus,28,Multipropósito,0.0
705,25,rodal_17,6,26,Pinus,29,Multipropósito,0.0
706,26,rodal_17,6,26,Pinus,30,Multipropósito,0.0
707,27,rodal_17,6,26,Pinus,31,Multipropósito,0.0
708,28,rodal_17,6,26,Pinus,32,Multipropósito,0.0
709,29,rodal_17,6,26,Pinus,33,Multipropósito,0.0
710,30,rodal_17,6,26,Pinus,34,Multipropósito,0.0
711,31,rodal_17,6,26,Pinus,35,Multipropósito,0.0
712,32,rodal_17,6,26,Pinus,36,Multipropósito,0.0
713,33,rodal_17,6,26,Pinus,37,Multipropósito,0.0
714,34,rodal_17,6,26,Pinus,38,Multipropósito,0.0
715,35,rodal_17,6,26,Pinus,39,Multipropósito,0.0
716,36,rodal_17,6,26,Pinus,40,Multipropósito,0.0
717,37,rodal_17,6,26,Pinus,41,Multipropósito,0.0
718,38,rodal_17,6,26,Pinus,42,Multipropósito,0.0
719,39,rodal_17,6,26,Pinus,43,Multipropósito,0.0
720,0,rodal_18,7,26,Pinus,6,Multipropósito,34.034051117613224
721,1,rodal_18,7,26,Pinus,7,Multipropósito,43.70817684780015
722,2,rodal_18,7,26,Pinus,8,Multipropósito,56.40865214883165
723,3,rodal_18,7,26,Pinus,9,Multipropósito,72.52433207337441
724,4,rodal_18,7,26,Pinus,10,Multipropósito,92.439455485448
725,5,rodal_18,7,26,Pinus,11,Multipropósito,116.5342088228878
726,6,rodal_18,7,26,Pinus,12,Multipropósito,145.18517095652584
727,7,rodal_18,7,26,Pinus,13,Multipropósito,178.76567289822248
728,8,rodal_18,7,26,Pinus,14,Multipropósito,217.6460944714534
729,9,rodal_18,7,26,Pinus,15,Multipropósito,262.1941130341771
730,10,rodal_18,7,26,Pinus,16,Multipropósito,312.77491490011766
731,11,rodal_18,7,26,Pinus,17,Multipropósito,369.7513771820958
732,12,rodal_18,7,26,Pinus,18,Multipropósito,257.80258690816265
733,13,rodal_18,7,26,Pinus,19,Multipropósito,286.36290803200166
734,14,rodal_18,7,26,Pinus,20,Multipropósito,314.425289757841
735,15,rodal_18,7,26,Pinus,21,Multipropósito,342.0226968200309
736,16,rodal_18,7,26,Pinus,22,Multipropósito,369.1844550749215
737,17,rodal_18,7,26,Pinus,23,Multipropósito,395.93679953030767
738,18,rodal_18,7,26,Pinus,24,Multipropósito,422.3033196943213
739,19,rodal_18,7,26,Pinus,25,Multipropósito,448.30532494552097
740,20,rodal_18,7,26,Pinus,26,Multipropósito,473.9621469017641
741,21,rodal_18,7,26,Pinus,27,Multipropósito,499.2913916488136
742,22,rodal_18,7,26,Pinus,28,Multipropósito,0.0
743,23,rodal_18,7,26,Pinus,29,Multipropósito,0.0
744,24,rodal_18,7,26,Pinus,30,Multipropósito,0.0
745,25,rodal_18,7,26,Pinus,31,Multipropósito,0.0
746,26,rodal_18,7,26,Pinus,32,Multipropósito,0.0
747,27,rodal_18,7,26,Pinus,33,Multipropósito,0.0
748,28,rodal_18,7,26,Pinus,34,Multipropósito,0.0
749,29,rodal_18,7,26,Pinus,35,Multipropósito,0.0
750,30,rodal_18,7,26,Pinus,36,Multipropósito,0.0
751,31,rodal_18,7,26,Pinus,37,Multipropósito,0.0
752,32,rodal_18,7,26,Pinus,38,Multipropósito,0.0
753,33,rodal_18,7,26,Pinus,39,Multipropósito,0.0
754,34,rodal_18,7,26,Pinus,40,Multipropósito,0.0
755,35,rodal_18,7,26,Pinus,41,Multipropósito,0.0
756,36,rodal_18,7,26,Pinus,42,Multipropósito,0.0
757,37,rodal_18,7,26,Pinus,43,Multipropósito,0.0
758,38,rodal_18,7,26,Pinus,44,Multipropósito,0.0
759,39,rodal_18,7,26,Pinus,45,Multipropósito,0.0
760,0,rodal_19,7,26,Pinus,12,Multipropósito,110.1934727112764
761,1,rodal_19,7,26,Pinus,13,Multipropósito,159.03056788641226
762,2,rodal_19,7,26,Pinus,14,Multipropósito,206.6274956016959
763,3,rodal_19,7,26,Pinus,15,Multipropósito,253.10123195140517
764,4,rodal_19,7,26,Pinus,16,Multipropósito,298.5507124203133
765,5,rodal_19,7,26,Pinus,17,Multipropósito,343.0605619150829
766,6,rodal_19,7,26,Pinus,18,Multipropósito,386.703880362244
767,7,rodal_19,7,26,Pinus,19,Multipropósito,429.5443620480025
768,8,rodal_19,7,26,Pinus,20,Multipropósito,471.63793463676154
769,9,rodal_19,7,26,Pinus,21,Multipropósito,513.0340452300463
770,10,rodal_19,7,26,Pinus,22,Multipropósito,553.7766826123823
771,11,rodal_19,7,26,Pinus,23,Multipropósito,593.9051992954614
772,12,rodal_19,7,26,Pinus,24,Multipropósito,633.454979541482
773,13,rodal_19,7,26,Pinus,25,Multipropósito,672.4579874182814
774,14,rodal_19,7,26,Pinus,26,Multipropósito,710.9432203526461
775,15,rodal_19,7,26,Pinus,27,Multipropósito,748.9370874732203
776,16,rodal_19,7,26,Pinus,28,Multipropósito,786.4637275295603
777,17,rodal_19,7,26,Pinus,29,Multipropósito,823.5452778439262
778,18,rodal_19,7,26,Pinus,30,Multipropósito,860.2021032610936
779,19,rodal_19,7,26,Pinus,31,Multipropósito,896.4529921766961
780,20,rodal_19,7,26,Pinus,32,Multipropósito,932.3153252839733
781,21,rodal_19,7,26,Pinus,33,Multipropósito,967.8052215670286
782,22,rodal_19,7,26,Pinus,34,Multipropósito,1002.9376652030633
783,23,rodal_19,7,26,Pinus,35,Multipropósito,1037.7266163564354
784,24,rodal_19,7,26,Pinus,36,Multipropósito,1072.1851083096656
785,25,rodal_19,7,26,Pinus,37,Multipropósito,1106.325332947911
786,26,rodal_19,7,26,Pinus,38,Multipropósito,1140.1587162695105
787,27,rodal_19,7,26,Pinus,39,Multipropósito,1173.6959853173994
788,28,rodal_19,7,26,Pinus,40,Multipropósito,0.0
789,29,rodal_19,7,26,Pinus,41,Multipropósito,0.0
790,30,rodal_19,7,26,Pinus,42,Multipropósito,0.0
791,31,rodal_19,7,26,Pinus,43,Multipropósito,0.0
792,32,rodal_19,7,26,Pinus,44,Multipropósito,0.0
793,33,rodal_19,7,26,Pinus,45,Multipropósito,0.0
794,34,rodal_19,7,26,Pinus,46,Multipropósito,0.0
795,35,rodal_19,7,26,Pinus,47,Multipropósito,0.0
796,36,rodal_19,7,26,Pinus,48,Multipropósito,0.0
797,37,rodal_19,7,26,Pinus,49,Multipropósito,0.0
798,38,rodal_19,7,26,Pinus,50,Multipropósito,0.0
799,39,rodal_19,7,26,Pinus,51,Multipropósito,0.0
